timestamp,BTC,ETH,DOGE,XRP,LINK
2023-05-23,26869.686021790778,1818.4014644980855,0.07309333063200692,0.4623516875950931,6.529926784428438
2023-05-24,27222.937746603853,1854.1931182731782,0.07295558369766858,0.4660385198404762,6.504779155482553
2023-05-25,26338.948946998687,1800.736010305837,0.07084551231660854,0.45436486733946946,6.325691742475416
2023-05-26,26475.607902534273,1805.8057604056937,0.07092622575777013,0.4541151704696861,6.2762591767007265
2023-05-27,26717.987553571777,1828.9565366197276,0.0710948137344983,0.4697451671376945,6.351219519557655
2023-05-28,26848.23993959246,1830.3066513168976,0.07277301380466242,0.472216408249837,6.438132592186871
2023-05-29,28110.313467609285,1913.8162493165785,0.07368077227948301,0.48352330128284976,6.644379254692494
2023-05-30,27759.746663920676,1893.7142740897043,0.07326421146514253,0.49376486696403926,6.640197053186104
2023-05-31,27713.908547529507,1901.078310164527,0.07239235971644192,0.5223191694382098,6.611600138758318
2023-06-01,27245.474465179723,1874.694885027078,0.07176214354469079,0.519347236645673,6.486245306616239
2023-06-02,26824.10149951678,1861.7253869476187,0.07156278248084644,0.5084602612441388,6.343051394421498
2023-06-03,27247.74008145703,1907.2123218510073,0.07262212302856176,0.5259130178454915,6.456021552886258
2023-06-04,27066.371328526235,1892.0781764647577,0.07251421730148522,0.5199723058938108,6.420421324517295
2023-06-05,27315.447587487684,1893.178280382087,0.07263276902542329,0.5376237449981687,6.464808804333504
2023-06-06,25792.6160902334,1813.6816549003997,0.06680627654535688,0.512255734923267,6.0687006460583675
2023-06-07,27216.61556469773,1883.2425846255821,0.07041052599773123,0.5317141263258067,6.258340118713186
2023-06-08,26346.244545137633,1832.3204025034538,0.06741488323495227,0.5208616065533803,5.915216062880862
2023-06-09,26507.90989220298,1846.0300017820573,0.06800354724779915,0.5251989570987307,5.9923737305652
2023-06-10,26469.581684007026,1839.2080126581927,0.06958559318796995,0.538716297328121,5.982446591322625
2023-06-11,25858.12289218562,1754.6732284106363,0.06203363826280442,0.510823106689579,5.249889646027621
2023-06-12,25916.57989637981,1751.7245965042496,0.06168402995951523,0.5234656949507985,5.169958729695812
2023-06-13,25910.362742919464,1742.5960525666158,0.0615685379264812,0.5272915888541333,5.164304548897111
2023-06-14,25872.20645879509,1736.7894371674618,0.06177598072245403,0.5222231726396263,5.289693416613814
2023-06-15,25107.754695880594,1650.6766675535464,0.06047931826309341,0.4819853694716451,5.243443695751748
2023-06-16,25564.599632887144,1664.9774623940225,0.06161606055520885,0.4818701232948997,5.300957780806539
2023-06-17,26327.3256694539,1716.3772810928574,0.062193178047921925,0.47743039594018366,5.31569910208728
