timestamp,DOGE,SHIB,PEPE,WIF,BONK,floki
2023-06-09,0.06800354724779915,7.960151781093487e-06,1.0835623612452038e-06,1.3069119464377518e-12,3.887121578877625e-07,2.7079492866198615e-05
2023-06-10,0.06958559318796995,7.88966156669164e-06,1.1349249849830234e-06,1.3144016196381598e-12,3.628599486043718e-07,2.6490285020841244e-05
2023-06-11,0.06203363826280442,6.8993422169148955e-06,9.328946238766911e-07,1.2296841137050257e-12,3.141978072904135e-07,2.1454214915688468e-05
2023-06-12,0.06168402995951523,6.667475352529443e-06,9.157879970850088e-07,1.2085747700439297e-12,3.0779601219568365e-07,2.1197045389626306e-05
2023-06-13,0.0615685379264812,6.6847139286792e-06,9.061530623642614e-07,1.1874202545332318e-12,2.904418725263984e-07,2.1555638202342315e-05
2023-06-14,0.06177598072245403,6.795984081320672e-06,9.171810840546423e-07,1.2547615624962002e-12,2.939951759148704e-07,2.2071002192930258e-05
2023-06-15,0.06047931826309341,6.5697746065024775e-06,8.885264346952027e-07,1.2266995558970677e-12,2.787045917818748e-07,2.1396327401428878e-05
2023-06-16,0.06161606055520885,6.753083692102792e-06,8.955175476686747e-07,1.2255734019759577e-12,2.8989038532987717e-07,2.1466048318454548e-05
2023-06-17,0.062193178047921925,6.827134870551715e-06,9.674299787035646e-07,1.2151964789376932e-12,3.1896711356772946e-07,2.190570938243293e-05
2023-06-18,0.06226368525382487,6.96125821927707e-06,1.0010738289833624e-06,1.2720705358183339e-12,3.1223439158180113e-07,2.2382908676239657e-05
2023-06-19,0.06234502484732359,7.223640221694441e-06,9.353464322503779e-07,1.2607203536378629e-12,2.964544954579296e-07,2.1758643520695557e-05
2023-06-20,0.062377878383606054,7.215878102479621e-06,9.433533509271015e-07,1.2588763202267029e-12,3.1391635284292955e-07,2.191252555335615e-05
2023-06-21,0.06294577084371662,7.271023340075298e-06,1.066065809868302e-06,1.2840034891047907e-12,3.2156886756467844e-07,2.2826445168267644e-05
2023-06-22,0.06582728051391183,7.568968135994221e-06,1.3804578306036491e-06,1.308309146099857e-12,3.7148186988761286e-07,2.5951355330659163e-05
2023-06-23,0.06567628419249455,7.821020410700274e-06,1.5474595538889623e-06,1.2763189887198381e-12,3.436310645758239e-07,2.604937775413342e-05
2023-06-24,0.06826322322119165,7.918436009705599e-06,1.637891800357925e-06,1.2960830130656368e-12,3.9517610360562217e-07,2.6964240113539503e-05
2023-06-25,0.06670975607143495,7.827201942296284e-06,1.5507260699475523e-06,1.257678258344684e-12,3.7210100386120994e-07,2.7098392857929077e-05
2023-06-26,0.06668810570472994,7.867636547961767e-06,1.6105420097050007e-06,1.2708498406234583e-12,3.960674614809781e-07,2.727955215606541e-05
2023-06-27,0.06476987890853952,7.5535782110245706e-06,1.5217266612533097e-06,1.2596730169305409e-12,3.65204415830133e-07,2.5955321092267227e-05
2023-06-28,0.06554606179573118,7.592417898543972e-06,1.621600645279468e-06,1.2714792743814843e-12,3.699235974447331e-07,2.6195561860643026e-05
2023-06-29,0.06256195778636212,7.2291445208905125e-06,1.4261554880324218e-06,1.2289934784811395e-12,3.448003183876055e-07,2.399398956571748e-05
2023-06-30,0.06345838565790562,7.324784430209949e-06,1.549928979806281e-06,1.235892953022972e-12,3.5787247029750627e-07,2.4335320774071567e-05
2023-07-01,0.06643752355548457,7.565187895941024e-06,1.6526559503837256e-06,1.2773685719864096e-12,3.6559768577093933e-07,2.8509040181534472e-05
2023-07-02,0.06842832515058798,7.624883272130599e-06,1.5567394031245504e-06,1.3185627687402337e-12,3.6655965721702175e-07,2.783481382896338e-05
2023-07-03,0.06790599084575065,7.643504806230697e-06,1.5860392257515374e-06,1.3016196639633476e-12,3.707029722610778e-07,2.678280518732732e-05
2023-07-04,0.06831529280936248,7.747147776497711e-06,1.8289791364421795e-06,1.1904221771894226e-12,3.6632748817383246e-07,2.782856932924582e-05
2023-07-05,0.06897570943518887,7.689285473706267e-06,1.7183629822736762e-06,1.0496355224651965e-12,3.5672516357374605e-07,2.683291170303549e-05
2023-07-06,0.06699232707744318,7.462206480184561e-06,1.657474524325492e-06,1.038989267914603e-12,3.406428736509627e-07,2.54646713077803e-05
2023-07-07,0.0651763425344668,7.1873640043254515e-06,1.556955489650667e-06,1.0143473125158857e-12,3.4956006144945556e-07,2.458069645550903e-05
2023-07-08,0.06539332388546416,7.304344159258137e-06,1.5632065567202255e-06,9.979889333739012e-13,3.4983665485415893e-07,2.523510402838181e-05
2023-07-09,0.06578459922650814,7.656300223895609e-06,1.5515603843114781e-06,1.00279271059694e-12,3.520824195165616e-07,2.4979714205457585e-05
2023-07-10,0.06534031056517546,7.729870074210664e-06,1.5483892757246985e-06,9.99472211842688e-13,3.4143925016109174e-07,2.456004813097899e-05
2023-07-11,0.06519954622750847,7.545695327883013e-06,1.5166471212126535e-06,1.0456286308994867e-12,3.3726453324523644e-07,2.5092236348456234e-05
2023-07-12,0.06532752284388427,7.529349030165729e-06,1.5055794313276165e-06,1.0485389025925222e-12,3.467863075135095e-07,2.4855541606071476e-05
2023-07-13,0.06506972860943833,7.517920865279003e-06,1.5095156682289363e-06,1.0355100739843193e-12,3.41195906928517e-07,2.4753469316156672e-05
2023-07-14,0.0705333317221645,7.979228920646095e-06,1.7056494982063245e-06,1.0809308657939223e-12,3.699027116613287e-07,2.645209388443002e-05
2023-07-15,0.06847111859565212,7.97579974349658e-06,1.6351196268366816e-06,1.048400375421251e-12,3.977761705394814e-07,2.574270515155878e-05
2023-07-16,0.07203318726335275,8.096267780130018e-06,1.6442116236339595e-06,1.062318337130967e-12,3.758793861693784e-07,2.584012637523149e-05
2023-07-17,0.06966182122142472,7.872804788932141e-06,1.5778281460536968e-06,1.0266705082023223e-12,3.620061919334621e-07,2.4678209598998375e-05
2023-07-18,0.06997425090498402,7.852181497483814e-06,1.5779527798115898e-06,1.033430856571446e-12,3.5546869044829585e-07,2.449459971768428e-05
2023-07-19,0.06860952811110738,7.702454955335165e-06,1.5193539003541886e-06,1.0202800976128537e-12,3.501482434158046e-07,2.388890469532384e-05
2023-07-20,0.07017617121569014,7.746092518573413e-06,1.5327598683968261e-06,1.0295863230184104e-12,3.567977007414488e-07,2.3996531355048064e-05
2023-07-21,0.07059646723316527,7.691667208139159e-06,1.5074349667587517e-06,9.360000485833366e-13,3.477728046237124e-07,2.398392648599781e-05
2023-07-22,0.07336839473931198,7.83700628000678e-06,1.5258862895552824e-06,9.135122053043485e-13,3.477718183282465e-07,2.4046993235238467e-05
2023-07-23,0.07041795269786608,7.747472352634671e-06,1.4850606927101436e-06,9.03333089904949e-13,3.2776660304733023e-07,2.369677479462527e-05
2023-07-24,0.07189329880523077,7.853871320926608e-06,1.5072399111465826e-06,9.122712835617893e-13,3.3593479912527655e-07,2.3881378573239367e-05
2023-07-25,0.07443111396316238,7.6630815352787e-06,1.3477612825539443e-06,9.005028309308919e-13,3.3618232561741883e-07,2.213855304926135e-05
2023-07-26,0.08171919103229187,7.917624367862913e-06,1.3106147299563635e-06,9.056263836324083e-13,3.326277388677828e-07,2.2574292211978465e-05
2023-07-27,0.07794154175017286,7.85539830871121e-06,1.3350744201718313e-06,9.151646198537432e-13,3.524118462298299e-07,2.2339253160702082e-05
2023-07-28,0.07752369496797262,7.79714820942849e-06,1.3449133960112231e-06,9.185819203015297e-13,3.4580665977023777e-07,2.2277797075258593e-05
2023-07-29,0.07728342969712826,8.208443808034051e-06,1.3419190685860623e-06,9.28634131932562e-13,3.478155337636907e-07,2.239269910447188e-05
2023-07-30,0.08019910025880837,8.53702594311389e-06,1.353777006087688e-06,9.266282521420699e-13,3.5424620779533365e-07,2.299244202582412e-05
2023-07-31,0.07803467090689206,8.286343921340056e-06,1.2972905631236213e-06,1.2092666533649122e-12,3.444684490043358e-07,2.2216165357800574e-05
2023-08-01,0.07787250121798182,8.475886645878563e-06,1.2373653606028373e-06,1.2356444189297994e-12,3.258206389615848e-07,2.2102402683963078e-05
2023-08-02,0.07787341775765667,8.403238176570303e-06,1.2728800027280113e-06,1.297365541461846e-12,3.758793989955692e-07,2.265391697874132e-05
2023-08-03,0.07416661033160461,8.150005890790615e-06,1.2157775708973016e-06,1.2712184824957837e-12,3.3569615848738875e-07,2.221280765042656e-05
2023-08-04,0.07364205096480092,8.281065618130232e-06,1.2000724844270373e-06,1.2789239649611865e-12,3.4319232047863205e-07,2.1801699350339118e-05
2023-08-05,0.07347115151999366,8.677067372587793e-06,1.155491656108546e-06,1.2517973571241099e-12,3.2827108634848194e-07,2.1649996639282264e-05
2023-08-06,0.0756030103532975,1.000741296248624e-05,1.1548992228940226e-06,1.2328494324656114e-12,3.23644050950453e-07,2.2701468050081245e-05
2023-08-07,0.07414869988994734,9.366388011700476e-06,1.157641132306614e-06,1.2520886830878223e-12,3.16285632973864e-07,2.2653510859851595e-05
2023-08-08,0.07337445878546754,8.952682095388748e-06,1.1153012200178668e-06,1.2522929071093524e-12,3.2529431778500966e-07,2.2145283099545785e-05
2023-08-09,0.075010141400058,9.538437112784959e-06,1.1755486596636904e-06,1.29297763386694e-12,3.469684845482355e-07,2.2222618734646656e-05
2023-08-10,0.07538491798507338,9.601994392204272e-06,1.2354468616754316e-06,1.2803969891267867e-12,3.4635858387207906e-07,2.2284025772887807e-05
2023-08-11,0.07575914683840941,9.932206828099167e-06,1.231541301157406e-06,1.2691303555373339e-12,3.4016622042119323e-07,2.24049103545528e-05
2023-08-12,0.07571372651610539,1.0472700411106439e-05,1.2465325313798327e-06,1.2637841412751516e-12,3.3980278785610246e-07,2.275427168198222e-05
2023-08-13,0.07669635362899262,1.0714938609597207e-05,1.3472355927795313e-06,1.2690452273250799e-12,3.4048620740112797e-07,2.321259649472733e-05
2023-08-14,0.07477774953713263,1.0266060390906571e-05,1.3679112883309787e-06,1.2622085858965679e-12,3.3536459052806007e-07,2.295287198818597e-05
2023-08-15,0.0747643472233638,1.0221980863695542e-05,1.4096666700283208e-06,1.2841936795955977e-12,3.3180383434868215e-07,2.3801917455476043e-05
2023-08-16,0.07081813592450618,9.947208688010211e-06,1.2676864430742956e-06,1.2517262181210067e-12,3.205438687753932e-07,2.3022362488228894e-05
2023-08-17,0.06731245462385212,9.27062227807275e-06,1.1666644572427121e-06,1.2318703816074966e-12,3.080088215948229e-07,2.123001202976209e-05
2023-08-18,0.061057306822760726,8.106578575934428e-06,1.0799692625354535e-06,1.1513258294074254e-12,2.766325835857977e-07,1.819871480345251e-05
2023-08-19,0.06318900801674161,8.56948537482446e-06,1.0905016797347442e-06,1.13274790606545e-12,2.677659896966145e-07,1.8416979263569937e-05
2023-08-20,0.06373389834212899,8.440491172338903e-06,1.1350869364238667e-06,1.1251510812640004e-12,2.746830580891514e-07,1.8735380088422178e-05
2023-08-21,0.06374373143630543,8.314398728469526e-06,1.129675050254524e-06,1.1397494258980618e-12,2.7635094506455614e-07,1.8899728723513078e-05
2023-08-22,0.06250115700604442,7.971104873271067e-06,1.0890121966452272e-06,1.1060443652929663e-12,2.46936835282204e-07,1.838914089453546e-05
2023-08-23,0.0625787986290826,7.986867600787843e-06,1.0679363666680205e-06,1.1124477850089859e-12,2.42162287360912e-07,1.8032480529213337e-05
2023-08-24,0.06382348070813434,8.315061444144141e-06,1.1020792483623443e-06,1.142414211051958e-12,2.563446596750997e-07,1.8514889857908435e-05
2023-08-25,0.06298434554239403,8.189514233505132e-06,9.452084615085096e-07,1.1630954799075846e-12,2.547748160912374e-07,1.8017743972571358e-05
2023-08-26,0.06308841942677984,8.138873480082086e-06,8.842053697437141e-07,1.1860564550690426e-12,2.4896310671043636e-07,1.75312623562295e-05
2023-08-27,0.06284280986569474,8.084347150797977e-06,8.671384835828347e-07,1.1761710713782893e-12,2.556350892715934e-07,1.7658542002480535e-05
2023-08-28,0.06312366871597355,8.031544710242105e-06,8.944119535814888e-07,1.1904674820718504e-12,2.5215705872039593e-07,1.7644364749079765e-05
2023-08-29,0.06344910406131266,8.229973033064883e-06,8.582595219778262e-07,1.1780453215352283e-12,2.561765110382381e-07,1.7597479488587064e-05
2023-08-30,0.06632428213037588,8.366629656738174e-06,8.970480475396784e-07,1.207667968114874e-12,2.6707909129917417e-07,1.8544317770763662e-05
2023-08-31,0.06584586448462562,8.162724439754457e-06,8.676961407049358e-07,1.197722262703156e-12,2.585086022370053e-07,1.83028033544034e-05
2023-09-01,0.06377002381479428,7.981080383652163e-06,8.039439082989195e-07,1.1482098746964834e-12,2.4246004926953465e-07,1.7430583226452956e-05
2023-09-02,0.06387571772399435,7.881727378273867e-06,7.79114245744176e-07,1.1315905723602449e-12,2.363881281527878e-07,1.7068607688329263e-05
2023-09-03,0.06344252810770806,7.82557867280766e-06,7.838507770287761e-07,1.1420830139931511e-12,2.4001103047546635e-07,1.7052585894216398e-05
2023-09-04,0.06315180462378732,7.690210551493437e-06,8.068576353091636e-07,1.146796940629059e-12,2.400693041908963e-07,1.691113318007319e-05
2023-09-05,0.06322655895402862,7.491025686577324e-06,8.000496051326511e-07,1.1574325229293103e-12,2.3471131557819834e-07,1.6943944989184584e-05
2023-09-06,0.06398204457671447,7.64183289878247e-06,8.004707621593944e-07,1.1580572630874586e-12,2.3065594681581016e-07,1.7002214698699975e-05
2023-09-07,0.0635952495870512,7.677441143296347e-06,7.978801541001202e-07,1.1525279663020232e-12,2.4232882442846473e-07,1.6878990820794138e-05
2023-09-08,0.06354867403802597,7.671091602454278e-06,8.04859396681093e-07,1.17158176797582e-12,2.3040596739084378e-07,1.715227389517365e-05
2023-09-09,0.06366542045038241,7.595647647982991e-06,7.979745685887187e-07,1.1610695212198257e-12,2.2183049684870056e-07,1.8842530761243746e-05
2023-09-10,0.06337395925357936,7.562040041351188e-06,7.859906451935994e-07,1.1649963822410675e-12,2.178947312117861e-07,1.7554146057855966e-05
2023-09-11,0.061319662216443166,7.3645830569680554e-06,7.066122263134113e-07,1.1587408889796792e-12,2.106016403909922e-07,1.675479239366281e-05
2023-09-12,0.06038231134359111,7.039976415209233e-06,6.687781007509873e-07,1.094400757034061e-12,2.0117578016578727e-07,1.5542619055486633e-05
2023-09-13,0.06097960728633027,7.187684348107266e-06,6.728319905301714e-07,1.128576627634903e-12,2.0823083004964685e-07,1.5670829112849395e-05
2023-09-14,0.06126000770134185,7.254822092142383e-06,6.76567518825935e-07,1.1338820513238216e-12,2.1023466278912175e-07,1.5974565737634765e-05
2023-09-15,0.06204891165256696,7.3570984859263836e-06,6.825068721550887e-07,1.132718233858611e-12,2.1097273171032908e-07,1.593138157787115e-05
2023-09-16,0.06250555695711113,7.4540905873701155e-06,6.847482060519207e-07,1.1465497114296491e-12,2.060075288273903e-07,1.6131181292844162e-05
2023-09-17,0.0621164656501289,7.4008475784412745e-06,6.763966765169039e-07,1.1313732630049638e-12,2.0539978582232316e-07,1.6210404099992715e-05
2023-09-18,0.06152016263621522,7.214591657162003e-06,6.297121564375203e-07,1.1325266678578796e-12,2.018169688542478e-07,1.557525704260972e-05
2023-09-19,0.061998199372963914,7.26006854041354e-06,6.283104212570683e-07,1.140975599833329e-12,2.0564343614191376e-07,1.574860207324671e-05
2023-09-20,0.06269824573181747,7.4128432304025176e-06,6.415975903934773e-07,1.1038559424473872e-12,2.0453447027441928e-07,1.5942092070507594e-05
2023-09-21,0.06258764967383368,7.438487439821972e-06,6.270059915659006e-07,1.0920810629911017e-12,2.0245071248602108e-07,1.582474726011368e-05
2023-09-22,0.061305108798888536,7.248606211006533e-06,6.116872453005126e-07,1.0677243955896714e-12,1.9512977158399684e-07,1.5440560769096612e-05
2023-09-23,0.06153413010942697,7.304118578086922e-06,7.156083490183024e-07,1.0696701652289168e-12,1.943958121929315e-07,1.6169741933120213e-05
2023-09-24,0.0615184609125791,7.511378565137869e-06,6.76416786914989e-07,1.0693270120710585e-12,1.9204089813240683e-07,1.5911744826916835e-05
2023-09-25,0.06064655416120601,7.298223479887681e-06,6.73859088814766e-07,1.052513742214837e-12,1.9106589361087056e-07,1.5487407612811328e-05
2023-09-26,0.06093234736290818,7.288012344873708e-06,7.121221187496202e-07,1.0588848806834542e-12,2.0152962428746243e-07,1.577795901383467e-05
2023-09-27,0.06057218812226259,7.259583009206668e-06,6.957124068321922e-07,1.0864929072742475e-12,2.0447355638155786e-07,1.5608591401186886e-05
2023-09-28,0.06051070553978841,7.215710806302082e-06,7.353843521359976e-07,1.0814630986328998e-12,1.9500974967589178e-07,1.564616986164799e-05
2023-09-29,0.06145830254812358,7.307551219846134e-06,7.334563726494297e-07,1.0969367527530597e-12,1.9831892045227975e-07,1.6017387798330516e-05
2023-09-30,0.062170765561261804,7.313578485477836e-06,7.945072555045928e-07,1.10562637551758e-12,1.9636236383365365e-07,1.6501645926317177e-05
2023-10-01,0.06209857384105965,7.3374781539940485e-06,8.013507470516666e-07,1.1000661111975663e-12,2.0664564850928746e-07,1.8561671263517265e-05
2023-10-02,0.06321795586802316,7.521983371481118e-06,8.139101156809742e-07,1.1112318477014145e-12,2.1477112177580195e-07,1.940758446911647e-05
2023-10-03,0.06210914295693521,7.330899302437884e-06,7.464436318187859e-07,1.1001289988975234e-12,2.030563861125838e-07,1.916130959202349e-05
2023-10-04,0.06140747216002801,7.274884302687024e-06,7.268852559767817e-07,1.093253174716654e-12,2.0873537028925287e-07,1.775766642224361e-05
2023-10-05,0.06149617620239059,7.246932689176292e-06,7.171502641221253e-07,1.095370884597997e-12,2.142766325616294e-07,1.7730693686167923e-05
2023-10-06,0.06092272510149104,7.147594706050957e-06,7.032483408526452e-07,1.0815460405766132e-12,2.1013549700081823e-07,1.8127346891797894e-05
2023-10-07,0.06145513833447826,7.241583312758639e-06,7.24370622266368e-07,1.1015271492346576e-12,2.1110841231280678e-07,1.8364465567894294e-05
2023-10-08,0.0614590857590606,7.2355743797841e-06,7.087810817795941e-07,1.0956369474534102e-12,2.1489681532579588e-07,1.8262250654320463e-05
2023-10-09,0.06099638517492022,7.201053294611055e-06,7.181992760222897e-07,1.0920753263031365e-12,2.066765815455556e-07,1.7749374745244997e-05
2023-10-10,0.05872443942089374,6.912623330172762e-06,6.682503671812539e-07,1.0613298288691367e-12,1.9570327274845014e-07,1.7032470307373292e-05
2023-10-11,0.0590275064948388,6.901861050883089e-06,6.46161595054065e-07,1.0833967052851846e-12,1.9131393136766736e-07,1.725383553194473e-05
2023-10-12,0.0584439104015968,6.76370242644366e-06,6.381146320855495e-07,8.568189150127501e-13,1.9140585877608825e-07,1.6779741847154124e-05
2023-10-13,0.05783615344292576,6.7944502060609075e-06,6.257406307923943e-07,8.489594204318814e-13,1.779686294122365e-07,1.7332200665823563e-05
2023-10-14,0.05834873718891761,6.902867183694603e-06,6.501529193442609e-07,8.566078580276528e-13,1.7710734114090623e-07,1.8177316531552182e-05
2023-10-15,0.05984375368111896,7.024093038986695e-06,6.460601033004433e-07,8.565499303840648e-13,1.8718607191896088e-07,1.8431659178794916e-05
2023-10-16,0.05929877944621505,6.980129509117851e-06,6.656100146335978e-07,8.738550017051058e-13,1.9815828682879977e-07,1.8096425178653513e-05
2023-10-17,0.06011312185524228,7.1109307058211475e-06,6.758459674221154e-07,8.985139157588636e-13,1.9639560750985836e-07,1.8441195420304188e-05
2023-10-18,0.05912437192247622,6.898621722454596e-06,6.357211864325804e-07,8.877677708908536e-13,1.8511629395627987e-07,1.810834716422709e-05
2023-10-19,0.058678343059851534,6.773337716122794e-06,6.340653069700136e-07,8.789647290617535e-13,1.825991073362527e-07,1.8360995034114623e-05
2023-10-20,0.05891413030525962,6.851833017069031e-06,6.28408192115281e-07,8.865634212703219e-13,1.8009632620531956e-07,1.7924938696613397e-05
2023-10-21,0.05996939544060659,6.912582828880793e-06,6.545293566051764e-07,8.908790392249927e-13,1.902689888303601e-07,2.0244180661775997e-05
2023-10-22,0.06117681776716239,7.06360295342005e-06,6.990458061557999e-07,8.996293063390741e-13,2.058660540293831e-07,2.385699138251722e-05
2023-10-23,0.06170435804241946,7.126096067775274e-06,7.481812161177331e-07,9.148700328020143e-13,2.913284873689269e-07,2.4949113228375702e-05
2023-10-24,0.0669854980911057,7.462759991396713e-06,9.79990473018326e-07,9.53461911313345e-13,3.157901209215473e-07,2.7623704425262817e-05
2023-10-25,0.06651796936079203,7.39025951933551e-06,9.235920855275547e-07,9.44634288093984e-13,3.152931265994107e-07,2.5824301057613645e-05
2023-10-26,0.0682874718252453,7.79517362250548e-06,1.2110442800266799e-06,9.424574095341057e-13,4.1755566657308083e-07,3.035083457768413e-05
2023-10-27,0.07181137698355167,7.898352475249156e-06,1.2812496059105777e-06,9.549879844767175e-13,5.428766021259138e-07,3.83295577551544e-05
2023-10-28,0.06780403607164562,7.698118085518645e-06,1.1642041993194304e-06,9.643729631932906e-13,5.457070610057533e-07,3.4775128445317416e-05
2023-10-29,0.06901262062729038,7.963951397435455e-06,1.1439336871184892e-06,9.70707757170029e-13,5.258966663072215e-07,3.601600156760014e-05
2023-10-30,0.06935301955809887,8.01989258010464e-06,1.1430060863745444e-06,9.78057880171216e-13,5.625848275350798e-07,3.488799633738765e-05
2023-10-31,0.06967055369779693,7.98144489276532e-06,1.1737479994961924e-06,9.791219064542006e-13,7.012838748250338e-07,3.6036621011975214e-05
2023-11-01,0.06827646973786645,7.786879692298457e-06,1.1488873114510067e-06,9.652076790501606e-13,7.689600739248895e-07,3.264535893311052e-05
2023-11-02,0.06881611907746883,7.94342552893732e-06,1.18161348264265e-06,9.81851655160931e-13,8.6170691924355e-07,3.286071757620041e-05
2023-11-03,0.06788196459661354,7.852601967418394e-06,1.0892937850044847e-06,1.0033949090563678e-12,6.615347811496878e-07,3.085939981193692e-05
2023-11-04,0.06813841987000055,7.822964665482685e-06,1.080277880355182e-06,9.993475686807073e-13,6.358563434835429e-07,3.05235786509108e-05
2023-11-05,0.06907113882563172,7.942179018361591e-06,1.1179542006391368e-06,1.0241162820953412e-12,7.543174599295469e-07,3.1689118088165854e-05
2023-11-06,0.07124068740740488,8.147755907782096e-06,1.1231473555411912e-06,1.0552159656570827e-12,7.882231504396029e-07,3.1090057927902854e-05
2023-11-07,0.07638563909314537,8.435663868326407e-06,1.1926787535472844e-06,1.103356214767135e-12,7.862850746366198e-07,3.141102504840865e-05
2023-11-08,0.07344469281820014,8.215109314333713e-06,1.1656598602292e-06,1.0753814383380344e-12,9.445681910561846e-07,3.058430168175172e-05
2023-11-09,0.07555437872936722,8.307639227326023e-06,1.1944435753501252e-06,1.0720632101267833e-12,1.0916789632048842e-06,3.1057425651838365e-05
2023-11-10,0.07340511561298507,8.229259747041752e-06,1.350946980971977e-06,1.089452795417585e-12,1.6561456121665114e-06,3.046572948572697e-05
2023-11-11,0.07532572359328558,8.521290137178728e-06,1.328475177619337e-06,1.139566362324756e-12,2.7769353948736407e-06,3.113240611499969e-05
2023-11-12,0.0783785235341219,9.070266434234204e-06,1.2780913059300631e-06,1.1370100698525226e-12,2.1693780890252348e-06,3.1281924635348506e-05
2023-11-13,0.07802301355447827,8.90902752637158e-06,1.2292244426336685e-06,1.1177187122910457e-12,2.2732238402027595e-06,3.038852329539408e-05
2023-11-14,0.07486459497837897,8.59136544146267e-06,1.176717898228381e-06,1.0822766418398427e-12,1.815623986551525e-06,3.398381130479589e-05
2023-11-15,0.07248407733238275,8.349252189086523e-06,1.151516167203133e-06,1.0832428150195293e-12,2.1700249179356098e-06,3.3452153775912296e-05
2023-11-16,0.07633339044090813,8.804073853998133e-06,1.2567964943383102e-06,1.1400435064620025e-12,3.241026107800063e-06,3.607190197020137e-05
2023-11-17,0.07863989706841468,8.466270697611765e-06,1.1422932672876773e-06,1.0952861286199022e-12,2.492808792457693e-06,3.346165393984546e-05
2023-11-18,0.08602320148882048,8.784704624185586e-06,1.148891369118828e-06,1.0953934668218495e-12,2.924972080483119e-06,3.295733911881953e-05
2023-11-19,0.08018985915218003,8.553110337255375e-06,1.149841469240848e-06,1.1008145493844008e-12,2.8591225695644813e-06,3.221458902338699e-05
2023-11-20,0.08044136924181554,8.676251449801318e-06,1.1911485995545636e-06,1.086897167695098e-12,4.440265173935353e-06,3.293442251945021e-05
2023-11-21,0.07765069624651542,8.435811729075864e-06,1.1356757480246255e-06,1.1173943054252824e-12,3.905487200350109e-06,3.111824502522637e-05
2023-11-22,0.07225859476258305,7.772155040275238e-06,1.0424654477353911e-06,1.0017256123469709e-12,3.5671035526397202e-06,2.947090858126104e-05
2023-11-23,0.0757816967103443,8.100363192127208e-06,1.1098320920425629e-06,1.0384072632869194e-12,4.516198854334361e-06,3.2701627573402626e-05
2023-11-24,0.07616528105013234,8.111542589961685e-06,1.0721895411084896e-06,1.0394425794529939e-12,4.26041534110326e-06,3.197179304433836e-05
2023-11-25,0.0781835288786519,8.19078172655934e-06,1.10928129777362e-06,1.030991480689184e-12,4.129123729230453e-06,3.2567365843253696e-05
2023-11-26,0.07887630537119249,8.4644378658677e-06,1.1781354396072834e-06,1.0418500388760746e-12,4.382244110512033e-06,3.373611200133563e-05
2023-11-27,0.07856530216107285,8.297503987474613e-06,1.1162203361904902e-06,1.020457654376428e-12,4.0275663118204756e-06,3.224189867774442e-05
2023-11-28,0.07876790065274983,8.20617646320397e-06,1.0825560273523569e-06,9.997806403922455e-13,3.8022618028255854e-06,3.14883531091474e-05
