Date,BTC,ETH,XRP,DOGE,LINK
2020-05-12,0.023562712138033515,0.018286301098228597,0.01841145352428697,0.020721059044624734,0.02993226241769209
2020-05-13,0.05287193516704303,0.05219297764835762,0.019444711474120524,0.023548603847965976,0.01842985240659889
2020-05-14,0.05002535168149658,0.018855121721672363,0.008184396913445191,0.021023377913464314,0.010361353002255047
2020-05-15,-0.04166180495059313,-0.03609984668213273,-0.0207651163943956,-0.026418046237934534,-0.03283001325821189
2020-05-16,0.005233209039209763,0.025837796493022314,0.005635683678647085,0.0027933173702594516,0.023251672072196472
2020-05-17,0.03132400103227817,0.03229848650838507,0.006114011406503916,0.00994825193109472,0.0064450651484520005
2020-05-18,0.005773698991511145,0.035559036772175645,0.019482757063271627,0.0019700701620322114,0.026693503645836447
2020-05-19,0.00025321252090737545,-0.005006147613569545,-0.005595198185390227,-0.0019661966167447975,0.009556450835961572
2020-05-20,-0.02117954918100662,-0.015714933991157976,-0.011375840658914727,-0.01182032923428944,0.03787739125873446
2020-05-21,-0.04633209978369557,-0.04861158117206166,-0.03072775718791687,-0.009170630883776787,-0.05485030996383178
2020-05-22,0.01110086707949609,0.036449129788362455,0.024725185316561316,0.01931585457651619,0.057834066160605824
2020-05-23,0.0029087652089092586,0.007362134898328376,-0.007422279751318039,0.004342709799469269,-0.028307872539831358
2020-05-24,-0.045488748514099786,-0.0303029261688752,-0.01722352941176475,-0.03380501367468225,-0.030022012537670117
2020-05-25,0.013260696716498988,0.014574278854364575,0.009701679401047159,0.033360424285986845,0.008761209346938914
2020-05-26,-0.008070322664891605,-0.016644452016541522,-0.016987038065859772,-0.021259820938587692,-0.008696761116767093
2020-05-27,0.039158209254817056,0.03447766642205541,0.020012918052563666,0.00965404233228262,0.00558509263098661
2020-05-28,0.037548495632866885,0.05255582341240994,0.013838271378906697,0.005577638908074167,0.04345800552632295
2020-05-29,-0.009093976247976698,0.0037968519368642983,-0.011201703083183023,0.003169596375498296,-0.009628249894897634
2020-05-30,0.02768159825145977,0.0982007880562834,0.03968782297287099,0.03278038506624603,0.045616625382221665
2020-05-31,-0.024674768232348376,-0.046916009527802616,-0.016070232434123533,-0.022944548285860344,-0.009238640103474416
2020-06-01,0.07464386293982206,0.06934085140049451,0.036189216681081326,0.03600783003564545,0.0607040115421722
2020-06-02,-0.06269774820259899,-0.03956692752858926,-0.03560065464778095,-0.03248959562760512,0.0014135387975362512
2020-06-03,0.013317594606312655,0.02934109196296908,0.004433735456846444,0.00859045998010255,0.02368330032920074
2020-06-04,0.014903505382374727,0.0010118396234197746,0.006476341518218076,0.018583003399798237,-0.012850640084495879
2020-06-05,-0.013785177382049874,-0.01310990485636565,-0.004341852772466681,-0.013302939391761193,-0.01253840468629952
2020-06-06,-0.0012263695520872142,0.0029405915366731428,-0.0046547329068363785,-0.0034668985406225428,-0.007953028223609881
2020-06-07,0.010894586827723485,0.013375413294720806,0.0015112272181692088,0.007344470564527805,0.0016832944609070921
2020-06-08,0.0012948980117710729,0.004660713906727398,0.0015827022922263456,-0.0084421209030896,0.024804244376331885
2020-06-09,0.0024777121338637187,-0.005677614763718752,-0.008627303866077907,-0.0058049079151841765,-0.0017230116506522508
2020-06-10,0.007594610876882513,0.01034452659686913,0.0045789354071072985,0.005838801620928757,-0.006707213254471767
2020-06-11,-0.05555301055894357,-0.06361931932262788,-0.06286649789678922,-0.05108353205183225,-0.10159693973372086
2020-06-12,0.01706353064227928,0.02499126432857568,0.019786466317170737,0.02773248405225681,0.030149485455201575
2020-06-13,-0.0005871213994007585,0.005960735282637852,-0.004315691985136816,0.005158676849345012,0.005796025725560927
2020-06-14,-0.009338962291258746,-0.020066832171668825,-0.007710783537529076,-0.008685327679947563,-0.03879794225391808
2020-06-15,0.006808938469139436,-0.017879231889114333,0.0076037395486296955,-0.012743930895180888,-0.00533754443658585
2020-06-16,0.009239764861221245,0.01951585350776308,-0.009151980434942808,0.0032271322552992476,0.029185056834900358
2020-06-17,-0.006056760681470541,-0.005920639720965792,0.011165336477028553,-0.0008041878433063809,0.02839295239335793
2020-06-18,-0.007216479234543938,-0.003978524779853054,-0.01285135890874367,-0.005231428032278829,0.0012755606001799702
2020-06-19,-0.013156009327927487,-0.02138238017769012,-0.02182161758957768,-0.014967657543788926,-0.021352547213566053
2020-06-20,0.004771982890003024,0.009403835282570716,0.009154652893257564,0.004928169114408076,0.022257167233500352
2020-06-21,-0.0030764990320015784,-0.001240606272525424,-0.015331595101699791,0.0,0.004406785203034058
2020-06-22,0.03709174751916078,0.059143962545137985,0.019729568124022157,0.011033907924862474,0.06654912920288059
2020-06-23,-0.0019753474772544743,0.0066339911121064965,-0.0031278172615923916,0.004042067999145749,0.07572132021805489
2020-06-24,-0.03282025643027875,-0.03428203573727662,-0.023362238491245857,-0.021739108020553788,-0.018150312105601918
2020-06-25,-0.005239308190707503,-0.011994498428122169,-0.0038096323997058867,-0.005349834733361591,0.020171381870916827
2020-06-26,-0.010998117562784016,-0.014065340211250388,-0.00489732509663432,-0.02399668006818556,-0.027709847404775778
2020-06-27,-0.012826410118569775,-0.029208468909296514,-0.03186051081655883,-0.01949983754163498,-0.05431830128479398
2020-06-28,0.010855408054862181,0.01070764753067932,0.004755368726865994,0.005620449396370741,0.030934105140150603
2020-06-29,0.005170015512075743,0.012636955023823893,0.001502594445079497,-0.00558903649955067,0.011930951510702226
2020-06-30,-0.005751513982724221,-0.008237992176384878,-0.011738624319308055,0.0030263958288383463,-0.010554699720718652
2020-07-01,0.00988532488788163,0.021202377597294486,0.006288701756146153,0.014655183833832464,0.028247232079533502
2020-07-02,-0.011368806022981404,-0.00744752050491182,0.0015143148855509825,0.0029736844994205924,0.0315781343610857
2020-07-03,-0.00395756024273064,-0.017459734949675898,-0.005122810327304439,-0.019059766569756498,-0.02113872410676998
2020-07-04,0.004972274697731871,0.016358712330749814,0.009345759643067275,-0.003022475597035612,0.0127295162976786
2020-07-05,-0.00641072801130238,-0.006153097654430395,-0.005433049929070677,0.0,-0.012985158231214933
2020-07-06,0.0332305643833104,0.06081589777420948,0.06524793739756407,0.13295800104046274,0.13134985431447266
2020-07-07,-0.01314037643510968,-0.01008111519525312,-0.0200458855916823,0.18119271240056323,0.06482023639512202
