Date,BTC,ETH,XRP,DOGE,LINK
2020-05-12,0.023562712138033515,0.018286301098228597,0.01841145352428697,0.020721059044624734,0.02993226241769209
2020-05-13,0.07768045349359842,0.07143369525107723,0.03821417040000652,0.044757614903342846,0.048913762002844585
2020-05-14,0.13159179717989034,0.09163570799173759,0.046711327251723445,0.06672194906942552,0.05978192775987945
2020-05-15,0.08444764044209063,0.052227826300494495,0.024976244710009032,0.03854123929588971,0.0249892730207093
2020-05-16,0.09012278163660192,0.07941507474074183,0.03075268660332231,0.041442214579345604,0.048821987474505946
2020-05-17,0.12426978877389683,0.11427854796920323,0.037054720286499476,0.051802744101658194,0.05558171351290797
2020-05-18,0.1307609841195272,0.15390121983088667,0.05725940546316055,0.053874869304156414,0.08375888783104313
2020-05-19,0.1310473069588598,0.14812461999293536,0.051343829556226295,0.051802744101658194,0.09411577636063684
2020-05-20,0.10709223489507957,0.13008191737612296,0.03938390967346139,0.039370089376847606,0.13555802770420278
2020-05-21,0.055798326998166115,0.0751468485185145,0.007445973271987594,0.029838409935534438,0.07327231790270972
2020-05-22,0.06751860388892705,0.11433501554171466,0.03235526165756086,0.04973061889915997,0.13534402014464186
2020-05-23,0.07062376486378263,0.12253890024806369,0.024692832102793272,0.054289294344656236,0.10320484633352756
2020-05-24,0.02192242967067526,0.08852268683215625,0.0070440049710462915,0.01864903033226395,0.07008441660528386
2020-05-25,0.035473833078325745,0.10438712000935024,0.016814023050021998,0.05263159418265739,0.07945965019805978
2020-05-26,0.027117225134331457,0.08600520158266822,-0.00045863546542879163,0.030252834976034038,0.07007184748509832
2020-05-27,0.06733729636536867,0.12344812665545257,0.019545103953149345,0.040198939457846805,0.07604829787511358
2020-05-28,0.10741420617673958,0.18249186801295925,0.03365384578468866,0.04600079353470443,0.12281121075076062
2020-05-29,0.09734340768909644,0.18698161455235063,0.02207516231341833,0.04931619385866037,0.11200050382885962
2020-05-30,0.1277196270446339,0.3035441445097111,0.06263910042028176,0.08371318274959494,0.1627262142368624
2020-05-31,0.09989340661623713,0.24238705500598212,0.04556224308293988,0.05884787329997354,0.15198420520465272
2020-06-01,0.1819936993081135,0.3285352311690499,0.08340032165142586,0.09697468755536365,0.22191426769379596
2020-06-02,0.1078853559718349,0.27596917395820664,0.044830560955018584,0.06133442354297136,0.22364149091844432
2020-06-03,0.12263972401293821,0.31340750283322816,0.049463063259521656,0.07045177443392237,0.25262135984313683
2020-06-04,0.13937099118223273,0.3147364605862917,0.05625974446794557,0.0903439833975479,0.23652437358564082
2020-06-05,0.12366455996482362,0.29750039067681056,0.05167362016798238,0.07583920347023887,0.22102033058515103
2020-06-06,0.12228653196172323,0.3013158093444648,0.046778360360934634,0.07210937810578333,0.21130952143440584
2020-06-07,0.13451338002976487,0.3187214461214012,0.048360280310502546,0.07998345387523553,0.21334851204228045
2020-06-08,0.13598245914989304,0.3248676295044388,0.05001952252922903,0.07086610298428453,0.2434447050486359
2020-06-09,0.13879709667278517,0.31734554149119143,0.04096068504305528,0.0646498238669686,0.24130223533489525
2020-06-10,0.14744581748973862,0.330972857482414,0.045727176781205525,0.07086610298428453,0.23297655652925164
2020-06-11,0.08370174787491558,0.24629727025248993,-0.02001402857852541,0.01616248008926613,0.10770991162245869
2020-06-12,0.10219352585687091,0.2774438147653522,-0.0006235691636945484,0.04434318986284347,0.14110679549150262
2020-06-13,0.10154640445155927,0.2850583191836116,-0.004936570016389474,0.04973061889915997,0.14772067983378379
2020-06-14,0.0912591041183144,0.2592712695617472,-0.01260928873110434,0.04061336449834663,0.10319147917396498
2020-06-15,0.09868942021214422,0.23675646652195326,-0.005101426929879471,0.027351859692577918,0.09730314563181097
2020-06-16,0.10884105211041595,0.2608928245473745,-0.014206719205369756,0.030667260016533415,0.12932800030219038
2020-06-17,0.10212506722399306,0.25342753240647853,-0.0032000055285038576,0.029838409935534216,0.16139295645125662
2020-06-18,0.09417160456250073,0.24844073990904936,-0.016010240017690802,0.024450884409080054,0.16287438354783235
2020-06-19,0.079776672726523,0.2217461053789973,-0.03748248827208511,0.009117254400813346,0.13804405336968073
2020-06-20,0.0849293485337983,0.2332352045111037,-0.028670974548534067,0.014090354886767686,0.16337369018462033
2020-06-21,0.08159156444324389,0.2317052451808881,-0.04356299787728457,0.014090354886767686,0.16850042814812505
2020-06-22,0.12170968567042673,0.30455317406851656,-0.02469290888756892,0.025279734490079475,0.2462631141145759
2020-06-23,0.11949391927262565,0.3132075682305575,-0.02774349124250386,0.029423984895034394,0.34063180245439595
